Text,Category
Da wordt dus nie… Da ga gewoon rechtstreeks naar de grond eh.,joy
Kinderen uitbuiten. Letterlijk.,anger
Ik had da echt zelf ook zo echt een wauw-gevoel. Twaren zo alle puzzeltjes die bij elkaar en in elkaar vielen en… Ik ben er zeker van dat het een goeie eerste indruk gaat zijn. Kben er echt zo blij mee. Tis echt fantastisch gewoon.,sadness
(baas roept hurry up) - <b> Jaaaaaaah. Gohhhh. </b>,neutral
"Ik kan mij nie inbeelden da ge hier zwanger zijt, negen maanden lang. Ik kan mij nie inbeelden da ge hier bevalt. Waarom… Fuck. Ik kan mij, ik kan mij vooral nie inbeelden da ge hier uw kind kunt laten opgroeien. Da vinnik echt… Da vinnik echt verschrikkelijk da kan ik mij nie inbeelden da ge hier uw kind groot laat worden. Fuck.",joy
Ik eet graag vlaai. Ik eet graag cake.,neutral
Ah zis weer ant lachen ze.,neutral
Wij hebben da wel dat hij zo soort van… rechtvaardigheidsgevoel heeft. Dan vertrekt veel uit em. En misschien soms problemen om om om da te kanaliseren dan wordt hij gewoon boos.,anger
Er ligt wel nog geen matras ma we gaan er direct ene brengen hoor.,anger
"Ik vond da wel euh… lastig ze, om eerlijk te zijn. - <b> Ik vond da supermoeilijk. Ohhh. </b>",fear
"Ja ik zit shrimp te maken drie dagen lang en ik zeg ik ga geen shrimps meer eten. Ik vond ook gewoon, ja eh, die beestjes hebben daar wel gezwommen in die pond en kvond tof en al he ma… we hebben ze der wel, we hebben ze der wel echt laten… uit het water gehaald enal.",sadness
Daarjuist wel echt. Toen daze het mij vertelden wast echt oeh zweten. Echt. Alé ge verwacht er u wel aan ma toch… - Tis wel efkes aankomen.,anger
"Ik ben geen goeie mama want ik ben zonder mijn kindje nu. Maar ik heb fout gemaakt, het is normaal dat ik ben gestraft eh.",neutral
Ik vind dit geen goudmijn hoor.,joy
Ik denk daje heel snel in je oude routine terechtkomt. Wa ook nie slecht is.,joy
"Das echt leuk om haar terug te zien en da zijn geen wrange of bittere gevoelens, alé of ja gevoelens nie meer achteraf wanneer dak dan wegga van haar. Van alé, thad hier zo kunnen zijn of of kzou die echt nog terug willen. Nja das nee das das gedaan eiglik nu.",fear
"Dank u. Tzal wel in orde zijn zeker. Alé, goei feesten.",joy
Oke. Jah tis nie veel ze. Kben eiglik gewoon vooral bang dage ebt zo van “oh ist dees maar?”.,sadness
"Ik ben blij. Ja kben echt blij. Blijkbaar willen ze haar een kans geven. Das altijd leuk, als we mensen kunnen op de rails krijgen. Daarvoor doen we het.",anger
"Ik zit me altijd af te vragen: Had ik in Limburg gebleven, dan was dat eigenlijk niet zo ver gekomen. Ik heb mijn familie teleurgesteld. Ja dan begin je toch wel te denken.",anger
"… das fucked up he. Als gij kwikdampen zit in te ademen, dan wordt gij loemp in uwe kop he.",fear
"Nja, ma kvoel nie veel motivatie. En gisteren, dat is in mijn ogen puur onrecht, he. En dan, ja, het feit, toen da we zeiden van “kun je der nie iets aan doen?”, “yes, yes, next time”. Ma das nie waar.",sadness
"Ik heb de bibber eh. - Wa een gebeuren. - <b> Nu is het toch wel effe… Ik voelde het echt, kwas echt aan het trillen op m’n benen. Ja dan was het fysiek echt zo duidelijk van ik heb hier wel stress en… het is aanwezig. Goh. </b>",joy
"Voila zie, zet u. Oe ist? - <b> Juah. </b>",neutral
In de gevangenis van Beveren ik heb zo met strepen over strepen zelf zo’n Picasso-shitachtige ding gemaakt.,sadness
"Ja, ik vind da wel belangrijk da iemand weet wat die wil.",fear
"Ik denk dat dees heel zwaar werk is omda… Tis dag in dag uit, zeven op zeven, voor de rest van hun leven. Das heel gek. Ma ze doen het. Hoe weet ik nie. Ja survival eh. Pure survival.",joy
"Da gaat een beetje wennen zijn van hem ’s avonds pas laat te zien. Maar uiteindelijk was ik voordien ook alleen ’s avonds. Tgaat gewoon een beetje een ander ritme worden ma kdenk da we daar wel een goeie evenwicht in kunnen vinden. Euh maja, we zullen het moeten zien eh. Kweet het nog nie hoe da, wa dat het ga geven.",joy
En ik passeer sebiet al twee brievenbussen waardak kaartjes voor mee heb. Zo spaar ik twee postzegels uit eh.,neutral
"Bij mij was da ook wel op het moment da… Wij stonden op alé één van de kliffen in de natuur en dan voel ik mij echt wel op mijn gemak. Khad dan ook, alé wij hadden dan ook gewandeld, alé zonder dat da… Want de eersten dag woude gij da nie.",joy
Die vloer is hier zacht ook.,joy
Ja ik heb ook een knuffel in mijn bed liggen hoor. Een eland. Moosy. Lekker… Lekker creatief.,joy
Doe da goed eh.,neutral
Das hier super in orde.,anger
Want we moeten een beetje opletten wa dawe dermee doen. De sociale dienst die komt op huisbezoek. Alé zij kan eigenlijk langskomen volgende week woensdagvoormiddag.,joy
Boeit mij geen hol. Het kan me helemaal niks schelen of die mij aant uitlachen zijn. Het boeit mij niks. Ik begin zo al zo… breindood te worden dak zo nie doorheb me wa ik aant werken ben en ineens besef ik het weer zo.,anger
"Ja, ik heb daar echt zin in. Da ziet er zo lekker uit.",neutral
"Ik kan nie, alé, kheb nie graag dak iets nie goe kan. Zo da.",anger
"Ik ga op mijnen trouw gene show verkopen. Ik moet ne, ik moet ne goeie eerste indruk nalaten.",joy
Ah fucking garnalen.,fear
"Amai, mannen, da wordt gezellig vanavond denk ik.",neutral
Ik ben bang.,sadness
Hashtag still married.,joy
"Tis moeilijk eh ma eigenlijk op zich, die straf enzo… Van mij moogde mij steken en de sleutel weggooien. Ik heb het gewoon moeilijk met die feiten, alé… Das…",sadness
Kheb echt een supertoffe tijd gehad de voorbije vijf weken en ja khad het met niemand anders willen beleven.,sadness
"Ik denk dat da ook heel regelmatig nie zo is, ze. Ik begrijp, der is altijd ongelijkheid overal in de wereld, maar het is hier nog altijd heel extreem, vind ik.",joy
"Ja ma das nie waar. Das nie waar, Aagje. Ik heb da nie. Ik heb da nie. Kwil nie hebben da mn kinderen gewezen werden. Of da ze zeiden “wa heeft de die daar aan?” Kwil hebben da ze proper waren. Ma ook de luxe nie eh. Da was vo mij proper en da was ook al.",fear
"En hier op men arm zijn er Chinese letters. Dan heb ik een hele grote tribal staan. Dien is half afgewerkt, want dan hebben ze mij opgepakt.",fear
"Ma wij gaan dus wel effectief aan zo’n machien moeten zitten eh, voor alle duidelijkheid.",fear
Ik kom uit een gevangenissysteem van lange jaren…,neutral
"Kdenk als da zo’n driehoekske ga zijn, dat dat da zo ga breken.",sadness
"Wat Leny zoekt in een vrouw, is een vrouw met pit, euh een ondernemende vrouw die passioneel in het leven staat. Dus euh absoluut geen thuiszitter, denk ik. Euh daar zal hij niet wild van worden.",neutral
Da kan hier toch geen gezonde leefomgeving zijn?,anger
Joke is een echte Gentse charmante vrouw. Is euh 31 jaar en geeft les in een Gentse school.,love
"Nee. Aaaah kak! Dit vergt zo veel concentratie en ik kan mij sowieso nie zo goe concentreren. Trager, trager, trager, trager. Ik denk dat da nog efkes ga duren tegen da ik na de… na de euh na de stoffen lappen over mag.",neutral
Zowel voor mij als voor haar is dit nie evident. En euh… ik ga echt gewoon haar op de juiste momenten die aandacht geven da ze verdient absoluut.,neutral
Ik heb nie zo’n probleem met de baas als jullie.,sadness
Ja witte dinges… Gij zit de beauty en ik ben nog steeds de beast en ik denk nie dat da snel ga veranderen.,joy
"Tis, het is… Ge kunt da bijna nie vatten da ge als ge thuis zit rustig in uwe zetel dingen ant doen, wa studeren, ge leeft uw leven. En ondertussen is dees hier gaande.",love
Zotjes. All right.,sadness
"Ge zijt het grootste cliché da ik heb meegenomen gewoon, maar wel en fantastisch cliché dus.",sadness
Ja ik denk het wel. Ksnap da ook wel en kheb da ook wel gemerkt toen wij daar afscheid moesten nemen van die mensen dat die da wel… Ik heb dat toen ook gemerkt dat da voor hen ook wel een een mooie belevenis was.,joy
Tegen morgen komen wij daar aan zo tshhhh we zullen es laten zien hoe dat moet! Hupla!,joy
Ik zou graag deelnemen aan gemeenschappelijke activiteiten.,anger
"Nu euh tien voor acht? We zijn te vroeg. Ge zijt te vroeg, dan nog moet je wachten eh. Ben je te laat, moet je nog wachten.",anger
"Ja, tuurlijk. Ik kan daar geen respect voor tonen voor zo iemand. Oke, wij kennen zijn achtergrondverhaal misschien nie, maar op da moment, hoe dat ie toen bezig was… Ge moet respect verdienen ook eh.",sadness
"Der is heel veel veranderd ze op zeven jaar, kzweer het ze amai. Ma als da hier vol loopt, gade mij hier nie gauw zien ze. Ik kan nie tegen die drukte.",sadness
"Kmis hem ook nog alle dagen. Hij wil momenteel geen contact me mij. Kdenk datie ja… vooral teleurgesteld is, misschien ook wel kwaad op mij.",joy
"De vorige keer dak hier zaten, zi kik eiglik juist een relatie beëindigd met iemand. En nu ben ik terug samen met die jongen, wa da eiglik heel positief is in mn leven, want das echt iemand da nie gebruikt, dat echt van me houdt. En hij heeft me ook ten huwelijk gevraagd met Valentijn, dus ik heb goeie toekomstplannen.",sadness
"Ik denk dat ik het gisteren wel leuk had gevonden om dit te doen, maar vandaag… Dat ik moe ben en dat ik hier fysieke arbeid moet leveren, dat waarschijnlijk is wat me tegensteekt. Euhm… Kweenie. We zijn allemaal moe, ma niemand zegt echt iets. We zijn heel stil. Ik heb ook geen zin om te babbelen vandaag.",neutral
Ja. Kvind da een goe antwoord.,joy
"Kwas eten ant maken en hij had eigenlijk een boeket bloemen mee vo mij. In ene keer, achter het eten, kwam die in ene keer op zn knieën zitten azo, terwijl dak in de zetel zat, met zo da doosje, en vroegtie aan mij vo te trouwen.",anger
Laat ze maar ne keer zelf in die zelfste situatie staan.,anger
Wa zijde allemaal ant doen? Hoe behandelde gij uw mensen? En dan word ik daar kwaad van en dan reageer ik soms misschien wel heel explosief.,fear
Beetje zenuwachtig.,love
"Doe gie ma. Al mn kinderen kwamen van boven af en die pakten me vast, die lieten me nie meer los.",neutral
"Ik heb een klein operatieke aan m’n oog gehad dus ik moet effe een bril opzetten eh, oke?",joy
"Ga je dermee lachen? Tzin wel schoontjes. Tzin nieuwe van met de solden, min vijftig. Moeje ze keer aandoen?",joy
Kzou graag een persoon hebben waar dak mijn leven mee kan delen. Dak iemand kan hebben da mijn klankbord is. Zo een beetje ne soulmate waar dak alles mee kan doen. ,love
"Ja. Jaa, khad echt met niemand anders in de stront willen gaan staan. ",joy
Dus ik wil euh graag echt nog alles deraan doen om me u der een schone toekomst van te maken.,neutral
"Ik vraag me heel hard af hoe ik nu ga kopen als ik terug in Antwerpen ben, want ik koop echt bij de multinationals.",fear
Oh ma da ga echt raar zijn. Da gaat raar zijn.,love
Kheb u keihard gemist gewoon. Das echt.,neutral
"Ik wil het uur aanpassen wanneer da je vertrokken bent, da wil ik wel doen.",anger
Op het laatste zijt ge u eigen nie meer eh.,joy
Ik zie die dag echt al helemaal voor mij. Ik denk… ja gewoon da staan wachten aan de deur om binnen te mogen da gaat het spannendste zijn van heel mijn leven. Da gaat veel spannender zijn als op het vliegtuig stappen naar de andere kant van de wereld en voor maanden weg zijn. Euhm… dus ik kijk der wel echt enorm hard naar uit ja.,joy
Het record denk ik hier. Het record denk ik hier.,joy
"Proficiat. Ge ga trouwen. - Wauw. Oke. - <b> Ow, fack. Ge meent da? </b> - Zalig. Ja, amai.",fear
Het is volgens mij heel erg precies werk. Ge moet da goed doen denk ik ze.,fear
"Kheb een mooi leven opgebouwd ondertussen terug, alles mooi op de rails. Ja een goei baas, een goed huis gekocht, een goeie vriendin terug gevonden, ma nu op op opt heel onverwachtse…",anger
Stop me lachen! Das echt nie men ding.,joy
Heeey! Aaaah! Das wel de max!,joy
"Wa vinde van uw reclasseringsplannen zoals we ze hadden uitgewerkt? Een opvangcentrum, alcoholbegeleiding… - <b> Ah ja ja ja, zeker. Ja, da moet ik zeker doen. </b>",anger
Allee zie. Buuuh.,fear
"Ik sta helemaal nie graag in het middelpunt van de belangstelling. Ik denk da ik daar ook nie sociaal  genoeg voor ben. Ik euhm… ik ben eerder een, een, een verlegen, bescheiden type als ik euhm als ik me niet ergens goed voel.",neutral
Da zou makkelijker zijn.,joy
"Ja ik ben nog redelijk rustig gebleven. Tkan zijn dat ik al die papieren had weggegooid, ma zo ver is het nie gekomen.",sadness
"Aleja die… Ja da lijkt mij verschrikkelijk om zo euh… machteloos da kind op de wereld te zetten en te denken van ocharme, ik kan u nie veel geven ma kga u alles geven wa dak heb. Euh… ja das verschrikkelijk.",sadness
Kan beter.,anger
"Een maandje… Ja, een maandje. Ja nie zo goed eh.",sadness
(Haar vader is opgenomen in het ziekenhuis.) <b> En wa moet ik doen voor mijn papa te gaan zien? </b>,joy
"Kheb geen idee wat da is ma kweet dat de afgelopen week enorm zwaar was. En… jah khad eiglik gewoon zin om bloemekes te kopen en… Vermits ik van bloemen hou en zij ook, ben ik eiglik gewoon benieuwd welk effect het ga hebben.",fear
"Ik ik ik wou echt nie euh zo met mn armen in da water gaan ze. Die pakt da gewoon zo op he. Zie, zie. Ik krijg er maagpijn van. Echt waar. Oh, mijn maag.",neutral
De buren nie nee. Veel kleren zijn der nie nodig vandaag. Tis echt warm.,joy
Nee inderdaad. En gewoon ook ja… dak het heel tof vind.,sadness
"Nee. Kheb me laten gaan eh. Kheb die mooie kansen gehad, en ik heb da verbrod.",anger
Ikzelf eet geen garnalen of scampi’s ma de volgende keer als ik die iemand zie eten ga ik wel zeggen van euh “past op eh maat da heeft nog goe in de stront gelegen”. - <b> Allee zie. Buuuh. </b>,sadness
"Kben heel triestig voor die mensen. Maar ik ben ook voor een groot deel gewoon helemaal in shock, want ik heb iets gezien da ik… Kheb hier iets gezien da ik nog nooit in mijn leven heb gezien en da ik… Da gewoon direct iets superconfronterend is da ik nie nooit kon inbeelden da dinges zoals dit bestonden.",love
Dank u. Ah mijn schatje.,anger
"Er werd middag gezegd. Ga ik terug naar mijn cel, ja of nee?",joy
Jaja. Ik ben er klaar voor jongens. Mij hoorde nie meer tot morgenvroeg.,sadness
Twas daar wel echt euh… Ja twas daar wel echt heftig eh. Ja.,neutral
"Ik denk dak heb bijgeleerd over Stijn sowieso da hij heel open is. Da had ik wel door dag één. Ma dat da wel gewoon zeer hard aanwezig is. En datie ook nie, nie veel gêne heeft per se over dingen, dat hij daar, ja… out in the open... euhm…",love
Ik wens je het beste toe. Oprecht. Kom hier.,anger
Kvinnik da lik nie zo tof vo te horen.,neutral
"Hij begrijpt ook al dat Annelies op een ander tempo zit en da zij euhm nog nie de gevoelens heeft die zij die hij heeft, maar dat is oke.",anger
"Ik denk toch dat dat het beste was da wij, allee, dat ik en de Zion efkes afkoelden want wij hadden dan die nachtshift gedaan. Wij waren bekaf. Ja, twas efkes te veel. Twas efkes te veel.",neutral
Al goe da ze nie kunnen binnenkijken eh.,joy
Er wordt hier goe voor ons gezorgd.,neutral
Eigenlijk ben ik nu pas thuis. Ik denk dat nu elf uur ’s avonds is.,joy
Nu begint het wel wa te kriebelen eh.,neutral
"Nee. Blowen wel. Blowen wel, elke dag. Ik kom van Nederland, ja. Twee, drie jointjes per dag. Ik weet, als ik niet blow, daar kan ik heel erg agressief van worden. Ik word heel snel gestrest door dingen enzo, omdat er veel dingen in het verleden is gebeurd.",joy
"Kheb heel veel gelachen. En euh… Kheb gewoon nul, nul spijt.",anger
Maja ge komt gij hier altijd met die stomme verhalen af gij.,love
"Want ge hebt eigenlijk al al zo lang, eh als ge ziet van waar da ge komt, goe gedaan.",anger
"Ik zou eigenlijk echt heel graag willen, Mohamed, da gij nu gewoon es ne keer heel goe nadenkt waar da gij naartoe wilt met uw leven als gij vrijgaat.",sadness
"We hebben onszelf zeker niets te verwijten. We hebben heel veel moeite gedaan om het te doen werken euh… Maar als het dan toch nie voldoende komt, dan is da jammer genoeg zo eh.",sadness
Tbegint moeilijk te worden eh?,love
Das altijd afwachten eh. Kvind u echt… Ge ziet er echt beeldend uit.,sadness
"Ja, ik wilde een nieuw leven met mijn dochter, zonder problemen. Ik wil vertrekken en een job vinden daar…",joy
"Da is euh, sorry dak da zeg, me mijn ogen toe op één been me mijne vinger in mijn neus.",sadness
"Ja. Als mijn mama binnengekomen is, hij heeft gezegd: ik denk dat ik ga je nooit meer zien.",fear
"Jua, ik ben voorzichtig. Ik wil me openstellen ma ook nie zomaar voor eender wie.",neutral
Das wel graaf daje da op zo’n moment dan kunt doen.,sadness
"Der is niemand die snapt dat het nie is, dat het niks is geworden. En da maak het echt heel moeilijk.",joy
"Net terug thuis van euh van een avondje op stap me ne maat en ik heb… Ja Annelies die ligt al te slapen en ik heb voor morgenvroeg als ze wakker wordt een kleine verrassing voorzien. Als ze naar de badkamer gaat, dan ga ze allemaal witte rozen krijgen.",joy
"Al wa da ge nie kon peizen stook die uit. Ongelofelijk, van kleins af. Van toen hij kon lopen. Wij zaten ezo te zonnebaden op ons koerke. En in ene keer hoor ekik die brandweer kzeg verdikken en kga het einde mn draad kijken. Kzag kik daar zo wa brand eh en kzeg “zeg tzal toch de mijn weer nie zijn zeker?”",sadness
"Ik was vanmorgen stijf in menne rug, in mennen buik, in menne nek, aan mn armen. Das heel zwaar werk, echt waar, dat is killing.",sadness
Stommerik dak geweest ben. We hadden beter geleefd met hetgeen dak had.,other
"Ik ben beperkt geïnformeerd over wat er gaande is in de wereld. Ook, het is gewoon altijd hetzelfde. En tis altijd slecht nieuws en ik vind da demotiverend. En dat is heel erg voor die mensen die daar in zitten, maar ik voel mij nie geroepen om daar echt constant mee bezig te zijn.",neutral
"Als je een dagbesteding hebt, dan zit er structuur in je dagen. Dan is de kans daje iets uitsteekt al wa minder groot. Plus daje ook wel een sociale controle hebt. En denk ik persoonlijk aan een soort dagcentrum, bij een woon- en zorgcentrum om daar te kijken of ze daar naartoe kan.",love
"Ja. En Johnny is jen eersten vriend? Alé, je eerste lief en euh… - <b> Ja. Den eersten en de laatste. </b>",joy
Komt goe. Gewoon geen drugs meer pakken. Want al mijn problemen waren gewoon door de drugs bij mij. Kdenk dat het gewoon belangrijk is da je een goei vangnet hebt.,neutral
"Ik vind da ook wel, ge zijt ook echt wie da ge zij op tv. Alé das tzelfde als int echt.",joy
Ja binnen vier weken ga ik trouwen. Das crazy. Jah… Ja das echt zot. Ma wel super. Ik ben… ik ben echt supercontent.,joy
"<b> Ça va. Ja. Beetje stress. Ja, maar euh… Ja, positieve stress wel nog atlijd dus das wel goe. </b> - Een beetje spannend nu.",fear
"<b> Elke had een sexy kleed aan. Dan is da toch normaal da ge wel… </b> - Tuurlijk. - Da sprong er wel uit vonnik, da van Elke.",love
En ik lig daarvan wakker want dan denk ik alé wa doe kik nu verkeerd? Of alé wa kan ekik doen om u beter te doen voelen? Want ik wil graag dat da… da zij hetzelfde kan voelen da ik voel. Ik zou graag da willen delen.,sadness
"Oke da gaat er bij dees, da gaat er na net ene te ver vo mij. Tis nie efkes naar de mama bellen “mama ik zit zonder wc-papier”, nee.",anger
"Kheb echt nog nooit zo veel zenuwen gehad. Echt nog nooit. Das één woord dak da mee kan omschrijven, das doodgaan.",fear
"Ma nen nieuwjaarsbrief is bij mij, van mijn kinderen eh das euh dertien, dertien jaar geleden ja. Alé kgan echt gaan zien nu.",sadness
"Miljaarde, ik haat da mij haasten ’s ochtends. Ja, geweldig.",anger
"Ik denk da mijn onderbewustzijn da een beetje afhoudt, omdat hij, omda… omdat ergens voelt van het maakt mij nie gelukkig.",sadness
"Ja. Zeker als ge het traject ziet da ge hebt afgelegd. Moest ge nu terug afglijden, da zou jammer zijn eh. Die verslaving, daar gade gij altijd moeten op letten.",joy
"Ah gij. Wa een ramp zijt gij. Allemaal hetzelfde. - Goed Mohamed. - <b> Ik heb u nog eh, madammeke. </b>",anger
"Ah en ik krijg de chocolat, fantastisch. Dankuwel.",joy
"Dingen kunnen samen doen, da mis ik langs ne kant wel. Gewoon ne keer nen avond gezellig samen thuis in de zetel. Ook al gebeurde da nie vaak, twas wel leuk om te doen. Dus aje dan terug echt alleen alleen valt… Alé ik zag mij der zelf wel verder mee gaan. Dus… aleja dan is da, wanneer dat da ineens ophoudt, is da wel jammer.",sadness
<b> Wooh! </b> - Bangelijk. - Wooh!,joy
"Oh oke. Phew. Oke, ja. Das spanning die efkes weg is ma ja nu komt nog meer spanning eigenlijk/ Oh my god ik ga trouwen.",fear
"Oh nee, kwil het nie gedroomd hebben zelfs. Kwil het nie gedroomd hebben.",fear
"De politie is dan toegekomen nadien, maja tegen da ze me het echte verhoor begonnen zijn, hebben ze ineens het nieuws gehad dat die in het ziekenhuis gestorven was aan een hersenbloeding. Dan ben ik van mijne stoel gevallen en zo wa beginnen bibberen kweenie in shock.",sadness
"Aah, ik voel me… aah tis gewoon kak.",anger
"Nooit. Kzeg het, Karine, voor geen geld in de wereld zou ik hier blijven.",anger
"Aje begint over adressen, zou ik willen weten wa je bedoelt eh.",anger
Kmerk van men eigen da kik men eigen nie kan temperen als ik ergens voor ga. En… ik ben echt bang dak u gewoon ant wegduwen ben.,fear
"Ah, oké. Heb je voor de rest nog vragen voor mij? - <b> Ik ga afwachten wat er gebeurt. </b>",neutral
"Kwil hier supergraag weggaan omda, das gewoon… Ik kan da hier gewoon nie aanzien eh. ",sadness
"Merci. Buitenkomen is echt een avontuur. Waarom? Dagelijkse routine is doorbroken. Je kan gaan en staan waar je wilt euh… je kan eten, drinken wa je wilt. Dus ja, het is avontuur eh.",sadness
"Omdat ik dat weet. Alle collega’s van mij, negentig procent die gebruiken allemaal, noem maar op. Weet ik veel wat ze allemaal doen jongens daar zo. En kijk, nu ben ik mn werk kwijt enzo dus…",joy
"Misschien wel, ma wij kunnen ons da nie inbeelden he hoe dat da is om hier noodzakelijk te moeten zitten puur voor het geld.",anger
Ge hebt hem al goe gekweekt.,sadness
<b> Tis een heel moeilijke boodschap eh ge wilt zo graag…</b> - Dat da slaagt. - <b> Ja dat da slaagt. Ma ge merkt dat da dan nie lukt. Nja da zijn geen prettige gesprekken eh da. </b>,joy
"Ge moet ze op een bepaald moment wel loslaten en tis altijd leuk dan als we dan een keer een telefoontje krijgen of een kaartje of zo van: tga goed me mij. Maja, geen nieuws is goe nieuws, echt waar. ",sadness
Zonder mijn kindje.,joy
"Nja, misschien wel. Omda ik zo… Khad moeten blijven luisteren naar wat die misschien nog had te zeggen. Maar op da moment wou ik nie blijven staan.",sadness
Da zie je wel da ze goe kan koken eh. Wel wa afgevallen eh.,neutral
"Ja, als da zo goe verloopt zal da nie lange duren, denk ik.",joy
"Het is mijn eerste keer dat ik ga buiten, na zeven maand bijna.",joy
Ah doe ma. Nee da geeft nie.,joy
"Ik moet haar nie meer voorstellen eh, ge kent ze al ondertussen.",neutral
"Mijn ventje zie vree graag goud, dus bij deze dak goud aandoe.",love
Ja hehehe. Phew. Ik krijg het daar echt warm van. Oeh kijk zelfs mijn bril dampt ervan aan. Wauw. Oke.,fear
"Da was echt verschieten ma ik dacht wel van: we moeten echt nie flauw doen. En als zij hier slaapt, moeten wij hier ook slapen. En das een beetje zot daar zo me vijf op een kamerke liggen, ma da was wel al een van de meest primitieve huizen die ik deze reis heb gezien. Zalig toch?",joy
"Tis nie alleen een reis waarin da jullie zien waarvan onze luxeproducten komen en, en, een soort inleefreis ma tis echt ook gewoon de groep.",love
"Ik hoop da ook voor hem dat da allemaal goe ga gaan, want hij heeft nu anderhalf jaar gezeten dus… Ik zal hem missen als ie weg is. En dan komt er weer een andere. Wie weet wie? Das altijd een verrassing.",sadness
Ik ga da ook nie onder stoelen of banken steken da ik… ja als ik iets wil da ik daar ook wel voor ga. Sowieso. Mits omweg als da nodig is. Ik… Ja ik weet da. Ik ken da. Ik ga daar ook nie flauw over doen. Werkpuntje.,neutral
"Ja, amai. Kdenk dat em nie zo gezind is op mij.",anger
Eiglik zou iedereen da moeten doen. Es gaan kijken en beseffen hoe goed da wij het ier hebben en met ons gezeur en gezaag over een brede neus en oeh mijn kleur van haar en mennen kleine teen die te groot is en een groten teen die te klein is en aleja. Wa is da toch allemaal mannekes?,anger
"Ohh. Khoop echt daje derin slaagt, Elke. Echt de waarheid.",joy
"Ik heb nooit geen arme mensen gepikt. Maar euh… Als ge da gewaar wordt da gij op een kwartier tijd 100 000 frank kunt pakken, ja waarom zou je dan nog gaan werken? Versta je? Ja zo zi kik in de criminaliteit geraakt.",sadness
Die deuren heb ik zelf gemaakt.,neutral
Die kinderen zijn megaschattig.,joy
"Ja, ma, zeg. Krijg ik nog de tijd? Serieus? Gij doet alsof da kik naar een fuif ga.",anger
"Das zo niet de moeite. Ik denk dat dit een van de ergste dingen is die ik ooit al heb gezien. Ik heb natuurlijk ook nog niks gezien, als ge in hartje Antwerpen opgroeit.",sadness
Deronder. Onnozelaar.,other
"Je zie zo veel verschillende dingen. Natuur, huizen, dingen da lijken op huizen. Ma wat da wel meteen klikt, da is: tis hier zwart Afrika, en de mensen zijn hier arm.",neutral
"Nee. Vinde da grappig? Oh, kill me now.",anger
"Tis gewoon moeilijk om te vatten, waarom komt die vonk nie? Waarom komt die passie nie? Waarom mis kik Elke nie? Waarom mist Elke mij nie?",sadness
Alles verloopt euh… vrij vlot en… Jah. Da moe nog in stijgende lijn gaan uiteraard.,neutral
"Tis euh… een leuke vrouw. Zis heel open. Ze, ze is goedlachs. Ze is euh… ja. Ze heeft humor. Ze babbelt veel, zoals ik dus euh… dus ja kdenk dat da echt geweldig ga worden die huwelijksreis en de weken daarna.",joy
Ik denk da Line da gewoon op een andere manier toont dan. En stap voor stap ook. Gewoon op haar eigen tempo en das goed voor mij.,joy
"Ja, een hele dag zon.",joy
"Kheb mennen sanitair nodig. Ma da was nie alleen nat toilet, want da was toilet, douche, en… Voor mij nog het moeilijkste was daar… oke ge hebt da toilet dan, ma ge hebt ook geen wc-papier. Das echt miserie, eh.",anger
"Kijk, sowieso dat ik het oneerlijk vind. Want ik werk nu al drie, vier jaar netjes in de haven, ik heb gewoon een goeie…",sadness
"Ik heb het eigenlijk nie slecht gehad, bij mijn familie in Limburg. Mijn oudste broer heeft daar en kledingwinkel dus ik had alles goed en wel. Maar eens we da huis gekocht hebben is het eigenlijk bij mij zelf, dan is da een beetje scheef gegaan.",sadness
Het wordt tijd eh jong. Het wordt tijd da je naar huis komt. Tis nie meer lange mama.,joy
"Wij willen jullie allemaal bedanken om hier te zijn. En ik moe zien da ik nie ga beginnen janken euh… Hahaha euhm… Eigenlijk hetgene wa ik wil zeggen is, iedereen heel fel bedankt om hier te zijn.",joy
Die was mij de helen dag aant irriteren me ja “faster faster” en zelf doet em ook niks gewoon. Daar kreeg ik het ook gewoon van. - Pffff.,anger
Ja ja ma das vo mij iets helemaal nieuw.,fear
Ja en ik zeg juist zij heeft mij mn geld gepikt bij mij thuis.,anger
"Tgoh, jongens toch. Je hebt hier op je UV een meiske geambeteerd ant station en ge staat ook op de zwarte lijst in (…) omda je daar een verpleegster lastiggevallen hebt.",anger
"<b> Oh, man. Da ga door merg en been eh. Gohhh. </b> - Ik heb kippenvel, nee. - Nee das nie tof mannen. Dees is echt nie tof.",sadness
"Ik ga trouwen. - Ja! - What the fuck? - Proficiat. - Fuck, jongen. - <b> Proficiat, eh! Alé, zo zot! Zeg, proficiat eh. </b>",joy
Kvind hem wel lekker zacht.,joy
Ik kan u alleen maar zeggen da wij u nie gaan loslaten. Alé der gebeurt toch maar iets als gij het wilt eh.,love
"Khad nie zo van oh die keuken is nie euh… geen witte chique keuken. Omdat die zo lief waren en die hebben ons, alé, en dan had ik zo niet het gevoel van ah hier wil ik echt nie liggen. Ik dacht, tis superfijn om hier te zijn.",joy
Ik heb gedacht da ik nooit nie meer naar huis ging komen.,sadness
Nja ik zou er nog altijd nie kunnen wonen ma kvind het al minder erg om der ene keer per week naartoe te rijen om u te zien dus.,joy
"Als je terug euh alleen in Temse bent, dan euhm… Ja je neemt zeer snel je oude leven terug op. Terug euh meer contact met uw vrienden, terug familie op de eerste plaats en… Precies terug nooit van weg geweest eh.",joy
